,day,statename,PriceD,VolumeD,PriceR,VolumeR,state
9637,3/8/2011,Kentucky,0,0,0,0,KY
9638,3/8/2011,Louisiana,0,0,0,0,LA
9639,3/8/2011,Maine,0,0,0,0,ME
9640,3/8/2011,Maryland,0,0,0,0,MD
9641,3/8/2011,Massachusetts,0,0,0,0,MA
9642,3/8/2011,Michigan,0,0,0,0,MI
9643,3/8/2011,Minnesota,0,0,0,0,MN
9644,3/8/2011,Mississippi,0,0,0,0,MS
9645,3/8/2011,Missouri,0,0,0,0,MO
9646,3/8/2011,Montana,0,0,0,0,MT
9647,3/8/2011,Nebraska,0,0,0,0,NE
9648,3/8/2011,Nevada,0,0,52.6,1,NV
9649,3/8/2011,New Hampshire,0,0,0,0,NH
9650,3/8/2011,New Jersey,0,0,0,0,NJ
9651,3/8/2011,New Mexico,0,0,0,0,NM
9652,3/8/2011,New York,67,0,0,0,NY
9653,3/8/2011,North Carolina,0,0,0,0,NC
9654,3/8/2011,North Dakota,0,0,0,0,ND
9655,3/8/2011,Ohio,0,0,0,0,OH
9656,3/8/2011,Oklahoma,0,0,0,0,OK
9657,3/8/2011,Oregon,0,0,0,0,OR
9658,3/8/2011,Pennsylvania,61,0,0,0,PA
9659,3/8/2011,Rhode Island,0,0,0,0,RI
9660,3/8/2011,South Carolina,0,0,0,0,SC
9661,3/8/2011,South Dakota,0,0,0,0,SD
9662,3/8/2011,Tennessee,0,0,0,0,TN
9663,3/8/2011,Texas,0,0,0,0,TX
9664,3/8/2011,Utah,0,0,0,0,UT
9665,3/8/2011,Vermont,0,0,0,0,VT
9666,3/8/2011,Virginia,0,0,0,0,VA
9667,3/8/2011,Washington,0,0,0,0,WA
9668,3/8/2011,West Virginia,0,0,0,0,WV
9669,3/8/2011,Wisconsin,0,0,0,0,WI
9670,3/8/2011,Wyoming,0,0,0,0,WY
9671,4/8/2011,Alabama,0,0,0,0,AL
9672,4/8/2011,Alaska,0,0,0,0,AK
9673,4/8/2011,Arizona,0,0,0,0,AZ
9674,4/8/2011,Arkansas,0,0,0,0,AR
9675,4/8/2011,California,0,0,0,0,CA
9676,4/8/2011,Colorado,0,0,0,0,CO
9677,4/8/2011,Connecticut,0,0,0,0,CT
9678,4/8/2011,Delaware,0,0,0,0,DE
9679,4/8/2011,Florida,0,0,0,0,FL
9680,4/8/2011,Georgia,0,0,0,0,GA
9681,4/8/2011,Hawaii,50,0,0,0,HI
9682,4/8/2011,Idaho,0,0,0,0,ID
9683,4/8/2011,Illinois,0,0,0,0,IL
9684,4/8/2011,Indiana,0,0,0,0,IN
9685,4/8/2011,Iowa,0,0,0,0,IA
9686,4/8/2011,Kansas,0,0,0,0,KS
9687,4/8/2011,Kentucky,0,0,0,0,KY
9688,4/8/2011,Louisiana,0,0,0,0,LA
9689,4/8/2011,Maine,0,0,0,0,ME
9690,4/8/2011,Maryland,0,0,0,0,MD
9691,4/8/2011,Massachusetts,0,0,0,0,MA
9692,4/8/2011,Michigan,0,0,0,0,MI
9693,4/8/2011,Minnesota,0,0,0,0,MN
9694,4/8/2011,Mississippi,0,0,0,0,MS
9695,4/8/2011,Missouri,0,0,0,0,MO
9696,4/8/2011,Montana,0,0,0,0,MT
9697,4/8/2011,Nebraska,0,0,0,0,NE
9698,4/8/2011,Nevada,0,0,52.6,0,NV
9699,4/8/2011,New Hampshire,0,0,0,0,NH
9700,4/8/2011,New Jersey,0,0,0,0,NJ
9701,4/8/2011,New Mexico,0,0,0,0,NM
9702,4/8/2011,New York,67,0,0,0,NY
9703,4/8/2011,North Carolina,0,0,0,0,NC
9704,4/8/2011,North Dakota,0,0,0,0,ND
9705,4/8/2011,Ohio,0,0,0,0,OH
9706,4/8/2011,Oklahoma,0,0,0,0,OK
9707,4/8/2011,Oregon,0,0,0,0,OR
9708,4/8/2011,Pennsylvania,61,0,0,0,PA
9709,4/8/2011,Rhode Island,0,0,0,0,RI
9710,4/8/2011,South Carolina,0,0,0,0,SC
9711,4/8/2011,South Dakota,0,0,0,0,SD
9712,4/8/2011,Tennessee,0,0,0,0,TN
9713,4/8/2011,Texas,0,0,0,0,TX
9714,4/8/2011,Utah,0,0,0,0,UT
9715,4/8/2011,Vermont,0,0,0,0,VT
9716,4/8/2011,Virginia,0,0,0,0,VA
9717,4/8/2011,Washington,0,0,0,0,WA
9718,4/8/2011,West Virginia,0,0,0,0,WV
9719,4/8/2011,Wisconsin,0,0,0,0,WI
9720,4/8/2011,Wyoming,0,0,0,0,WY
9721,6/8/2011,Alabama,0,0,0,0,AL
9722,6/8/2011,Alaska,0,0,0,0,AK
9723,6/8/2011,Arizona,0,0,0,0,AZ
9724,6/8/2011,Arkansas,0,0,0,0,AR
9725,6/8/2011,California,0,0,0,0,CA
9726,6/8/2011,Colorado,0,0,0,0,CO
9727,6/8/2011,Connecticut,0,0,0,0,CT
9728,6/8/2011,Delaware,0,0,0,0,DE
9729,6/8/2011,Florida,0,0,0,0,FL
9730,6/8/2011,Georgia,0,0,0,0,GA
9731,6/8/2011,Hawaii,50,0,0,0,HI
9732,6/8/2011,Idaho,0,0,0,0,ID
9733,6/8/2011,Illinois,0,0,0,0,IL
9734,6/8/2011,Indiana,0,0,0,0,IN
9735,6/8/2011,Iowa,0,0,0,0,IA
9736,6/8/2011,Kansas,0,0,0,0,KS
9737,6/8/2011,Kentucky,0,0,0,0,KY
9738,6/8/2011,Louisiana,0,0,0,0,LA
9739,6/8/2011,Maine,0,0,0,0,ME
9740,6/8/2011,Maryland,0,0,0,0,MD
9741,6/8/2011,Massachusetts,0,0,0,0,MA
9742,6/8/2011,Michigan,0,0,0,0,MI
9743,6/8/2011,Minnesota,0,0,0,0,MN
9744,6/8/2011,Mississippi,0,0,0,0,MS
9745,6/8/2011,Missouri,0,0,0,0,MO
9746,6/8/2011,Montana,0,0,0,0,MT
9747,6/8/2011,Nebraska,0,0,0,0,NE
9748,6/8/2011,Nevada,0,0,52.6,0,NV
9749,6/8/2011,New Hampshire,0,0,0,0,NH
9750,6/8/2011,New Jersey,0,0,0,0,NJ
9751,6/8/2011,New Mexico,0,0,0,0,NM
9752,6/8/2011,New York,67,0,0,0,NY
9753,6/8/2011,North Carolina,0,0,0,0,NC
9754,6/8/2011,North Dakota,0,0,0,0,ND
9755,6/8/2011,Ohio,0,0,0,0,OH
9756,6/8/2011,Oklahoma,0,0,0,0,OK
9757,6/8/2011,Oregon,0,0,0,0,OR
9758,6/8/2011,Pennsylvania,61,0,0,0,PA
9759,6/8/2011,Rhode Island,0,0,0,0,RI
9760,6/8/2011,South Carolina,0,0,0,0,SC
9761,6/8/2011,South Dakota,0,0,0,0,SD
9762,6/8/2011,Tennessee,0,0,0,0,TN
9763,6/8/2011,Texas,0,0,0,0,TX
9764,6/8/2011,Utah,0,0,0,0,UT
9765,6/8/2011,Vermont,0,0,0,0,VT
9766,6/8/2011,Virginia,0,0,0,0,VA
9767,6/8/2011,Washington,0,0,0,0,WA
9768,6/8/2011,West Virginia,0,0,0,0,WV
9769,6/8/2011,Wisconsin,0,0,0,0,WI
9770,6/8/2011,Wyoming,0,0,0,0,WY
9771,7/8/2011,Alabama,0,0,0,0,AL
9772,7/8/2011,Alaska,0,0,0,0,AK
9773,7/8/2011,Arizona,0,0,0,0,AZ
9774,7/8/2011,Arkansas,0,0,0,0,AR
9775,7/8/2011,California,0,0,0,0,CA
9776,7/8/2011,Colorado,0,0,0,0,CO
9777,7/8/2011,Connecticut,0,0,0,0,CT
9778,7/8/2011,Delaware,0,0,0,0,DE
9779,7/8/2011,Florida,0,0,0,0,FL
9780,7/8/2011,Georgia,0,0,0,0,GA
9781,7/8/2011,Hawaii,50,0,0,0,HI
9782,7/8/2011,Idaho,0,0,0,0,ID
9783,7/8/2011,Illinois,0,0,0,0,IL
9784,7/8/2011,Indiana,0,0,0,0,IN
9785,7/8/2011,Iowa,0,0,0,0,IA
9786,7/8/2011,Kansas,0,0,0,0,KS
9787,7/8/2011,Kentucky,0,0,0,0,KY
9788,7/8/2011,Louisiana,0,0,0,0,LA
9789,7/8/2011,Maine,0,0,0,0,ME
9790,7/8/2011,Maryland,0,0,0,0,MD
9791,7/8/2011,Massachusetts,0,0,0,0,MA
9792,7/8/2011,Michigan,0,0,0,0,MI
9793,7/8/2011,Minnesota,0,0,0,0,MN
9794,7/8/2011,Mississippi,0,0,0,0,MS
9795,7/8/2011,Missouri,0,0,0,0,MO
9796,7/8/2011,Montana,0,0,0,0,MT
9797,7/8/2011,Nebraska,0,0,0,0,NE
9798,7/8/2011,Nevada,0,0,52.6,0,NV
9799,7/8/2011,New Hampshire,0,0,0,0,NH
9800,7/8/2011,New Jersey,0,0,0,0,NJ
9801,7/8/2011,New Mexico,0,0,0,0,NM
9802,7/8/2011,New York,67,0,0,0,NY
9803,7/8/2011,North Carolina,0,0,0,0,NC
9804,7/8/2011,North Dakota,0,0,0,0,ND
9805,7/8/2011,Ohio,0,0,0,0,OH
9806,7/8/2011,Oklahoma,0,0,0,0,OK
9807,7/8/2011,Oregon,0,0,0,0,OR
9808,7/8/2011,Pennsylvania,61,0,0,0,PA
9809,7/8/2011,Rhode Island,0,0,0,0,RI
9810,7/8/2011,South Carolina,0,0,0,0,SC
9811,7/8/2011,South Dakota,0,0,0,0,SD
9812,7/8/2011,Tennessee,0,0,0,0,TN
9813,7/8/2011,Texas,0,0,0,0,TX
9814,7/8/2011,Utah,0,0,0,0,UT
9815,7/8/2011,Vermont,0,0,0,0,VT
9816,7/8/2011,Virginia,0,0,0,0,VA
9817,7/8/2011,Washington,0,0,0,0,WA
9818,7/8/2011,West Virginia,0,0,0,0,WV
9819,7/8/2011,Wisconsin,0,0,0,0,WI
9820,7/8/2011,Wyoming,0,0,0,0,WY
9821,8/8/2011,Alabama,0,0,0,0,AL
9822,8/8/2011,Alaska,0,0,0,0,AK
9823,8/8/2011,Arizona,0,0,0,0,AZ
9824,8/8/2011,Arkansas,0,0,0,0,AR
9825,8/8/2011,California,0,0,0,0,CA
9826,8/8/2011,Colorado,0,0,0,0,CO
9827,8/8/2011,Connecticut,0,0,0,0,CT
9828,8/8/2011,Delaware,0,0,0,0,DE
9829,8/8/2011,Florida,0,0,0,0,FL
9830,8/8/2011,Georgia,0,0,0,0,GA
9831,8/8/2011,Hawaii,50,0,0,0,HI
9832,8/8/2011,Idaho,0,0,0,0,ID
9833,8/8/2011,Illinois,0,0,0,0,IL
9834,8/8/2011,Indiana,0,0,0,0,IN
9835,8/8/2011,Iowa,0,0,0,0,IA
9836,8/8/2011,Kansas,0,0,0,0,KS
9837,8/8/2011,Kentucky,0,0,0,0,KY
9838,8/8/2011,Louisiana,0,0,0,0,LA
9839,8/8/2011,Maine,0,0,0,0,ME
9840,8/8/2011,Maryland,0,0,0,0,MD
9841,8/8/2011,Massachusetts,0,0,0,0,MA
9842,8/8/2011,Michigan,0,0,0,0,MI
9843,8/8/2011,Minnesota,0,0,0,0,MN
9844,8/8/2011,Mississippi,0,0,0,0,MS
9845,8/8/2011,Missouri,0,0,0,0,MO
9846,8/8/2011,Montana,0,0,0,0,MT
9847,8/8/2011,Nebraska,0,0,0,0,NE
9848,8/8/2011,Nevada,0,0,52.6,0,NV
9849,8/8/2011,New Hampshire,0,0,0,0,NH
9850,8/8/2011,New Jersey,0,0,0,0,NJ
9851,8/8/2011,New Mexico,0,0,0,0,NM
9852,8/8/2011,New York,67,0,0,0,NY
9853,8/8/2011,North Carolina,0,0,0,0,NC
9854,8/8/2011,North Dakota,0,0,0,0,ND
9855,8/8/2011,Ohio,0,0,0,0,OH
9856,8/8/2011,Oklahoma,0,0,0,0,OK
9857,8/8/2011,Oregon,0,0,0,0,OR
9858,8/8/2011,Pennsylvania,61,0,0,0,PA
9859,8/8/2011,Rhode Island,0,0,0,0,RI
9860,8/8/2011,South Carolina,0,0,0,0,SC
9861,8/8/2011,South Dakota,0,0,0,0,SD
9862,8/8/2011,Tennessee,0,0,0,0,TN
9863,8/8/2011,Texas,0,0,0,0,TX
9864,8/8/2011,Utah,0,0,0,0,UT
9865,8/8/2011,Vermont,0,0,0,0,VT
9866,8/8/2011,Virginia,0,0,0,0,VA
9867,8/8/2011,Washington,0,0,0,0,WA
9868,8/8/2011,West Virginia,0,0,0,0,WV
9869,8/8/2011,Wisconsin,0,0,0,0,WI
9870,8/8/2011,Wyoming,0,0,0,0,WY
9871,9/8/2011,Alabama,0,0,0,0,AL
9872,9/8/2011,Alaska,0,0,0,0,AK
9873,9/8/2011,Arizona,0,0,0,0,AZ
9874,9/8/2011,Arkansas,0,0,0,0,AR
9875,9/8/2011,California,0,0,0,0,CA
9876,9/8/2011,Colorado,0,0,0,0,CO
9877,9/8/2011,Connecticut,0,0,0,0,CT
9878,9/8/2011,Delaware,0,0,0,0,DE
9879,9/8/2011,Florida,0,0,0,0,FL
9880,9/8/2011,Georgia,0,0,0,0,GA
9881,9/8/2011,Hawaii,50,0,0,0,HI
9882,9/8/2011,Idaho,0,0,0,0,ID
9883,9/8/2011,Illinois,0,0,0,0,IL
9884,9/8/2011,Indiana,0,0,0,0,IN
9885,9/8/2011,Iowa,0,0,0,0,IA
9886,9/8/2011,Kansas,0,0,0,0,KS
9887,9/8/2011,Kentucky,0,0,0,0,KY
9888,9/8/2011,Louisiana,0,0,0,0,LA
9889,9/8/2011,Maine,0,0,0,0,ME
9890,9/8/2011,Maryland,0,0,0,0,MD
9891,9/8/2011,Massachusetts,0,0,0,0,MA
9892,9/8/2011,Michigan,0,0,0,0,MI
9893,9/8/2011,Minnesota,0,0,0,0,MN
9894,9/8/2011,Mississippi,0,0,0,0,MS
9895,9/8/2011,Missouri,0,0,0,0,MO
9896,9/8/2011,Montana,0,0,0,0,MT
9897,9/8/2011,Nebraska,0,0,0,0,NE
9898,9/8/2011,Nevada,0,0,52.6,0,NV
9899,9/8/2011,New Hampshire,0,0,0,0,NH
9900,9/8/2011,New Jersey,0,0,0,0,NJ
9901,9/8/2011,New Mexico,0,0,0,0,NM
9902,9/8/2011,New York,67,0,0,0,NY
9903,9/8/2011,North Carolina,0,0,0,0,NC
9904,9/8/2011,North Dakota,0,0,0,0,ND
9905,9/8/2011,Ohio,0,0,0,0,OH
9906,9/8/2011,Oklahoma,0,0,0,0,OK
9907,9/8/2011,Oregon,0,0,0,0,OR
9908,9/8/2011,Pennsylvania,61,0,0,0,PA
9909,9/8/2011,Rhode Island,0,0,0,0,RI
9910,9/8/2011,South Carolina,0,0,0,0,SC
9911,9/8/2011,South Dakota,0,0,0,0,SD
9912,9/8/2011,Tennessee,0,0,0,0,TN
9913,9/8/2011,Texas,0,0,0,0,TX
9914,9/8/2011,Utah,0,0,0,0,UT
9915,9/8/2011,Vermont,0,0,0,0,VT
9916,9/8/2011,Virginia,0,0,0,0,VA
9917,9/8/2011,Washington,0,0,0,0,WA
9918,9/8/2011,West Virginia,0,0,0,0,WV
9919,9/8/2011,Wisconsin,0,0,0,0,WI
9920,9/8/2011,Wyoming,0,0,0,0,WY
9921,10/8/2011,Alabama,0,0,0,0,AL
9922,10/8/2011,Alaska,0,0,0,0,AK
9923,10/8/2011,Arizona,0,0,0,0,AZ
9924,10/8/2011,Arkansas,0,0,0,0,AR
9925,10/8/2011,California,0,0,0,0,CA
9926,10/8/2011,Colorado,0,0,0,0,CO
9927,10/8/2011,Connecticut,0,0,0,0,CT
9928,10/8/2011,Delaware,0,0,0,0,DE
9929,10/8/2011,Florida,0,0,0,0,FL
9930,10/8/2011,Georgia,0,0,0,0,GA
9931,10/8/2011,Hawaii,50,0,0,0,HI
9932,10/8/2011,Idaho,0,0,0,0,ID
9933,10/8/2011,Illinois,0,0,0,0,IL
9934,10/8/2011,Indiana,0,0,0,0,IN
9935,10/8/2011,Iowa,0,0,0,0,IA
9936,10/8/2011,Kansas,0,0,0,0,KS
9937,10/8/2011,Kentucky,0,0,0,0,KY
9938,10/8/2011,Louisiana,0,0,0,0,LA
9939,10/8/2011,Maine,0,0,0,0,ME
9940,10/8/2011,Maryland,0,0,0,0,MD
9941,10/8/2011,Massachusetts,0,0,0,0,MA
9942,10/8/2011,Michigan,0,0,0,0,MI
9943,10/8/2011,Minnesota,0,0,0,0,MN
9944,10/8/2011,Mississippi,0,0,0,0,MS
9945,10/8/2011,Missouri,0,0,0,0,MO
9946,10/8/2011,Montana,0,0,0,0,MT
9947,10/8/2011,Nebraska,0,0,0,0,NE
9948,10/8/2011,Nevada,0,0,52.6,0,NV
9949,10/8/2011,New Hampshire,0,0,0,0,NH
9950,10/8/2011,New Jersey,0,0,0,0,NJ
9951,10/8/2011,New Mexico,0,0,0,0,NM
9952,10/8/2011,New York,67,0,0,0,NY
9953,10/8/2011,North Carolina,0,0,0,0,NC
9954,10/8/2011,North Dakota,0,0,0,0,ND
9955,10/8/2011,Ohio,0,0,0,0,OH
9956,10/8/2011,Oklahoma,0,0,0,0,OK
9957,10/8/2011,Oregon,0,0,0,0,OR
9958,10/8/2011,Pennsylvania,61,0,0,0,PA
9959,10/8/2011,Rhode Island,0,0,0,0,RI
9960,10/8/2011,South Carolina,0,0,0,0,SC
9961,10/8/2011,South Dakota,0,0,0,0,SD
9962,10/8/2011,Tennessee,0,0,0,0,TN
9963,10/8/2011,Texas,0,0,0,0,TX
9964,10/8/2011,Utah,0,0,0,0,UT
9965,10/8/2011,Vermont,0,0,0,0,VT
9966,10/8/2011,Virginia,0,0,0,0,VA
9967,10/8/2011,Washington,0,0,0,0,WA
9968,10/8/2011,West Virginia,0,0,0,0,WV
9969,10/8/2011,Wisconsin,0,0,0,0,WI
9970,10/8/2011,Wyoming,0,0,0,0,WY
9971,11/8/2011,Alabama,0,0,0,0,AL
9972,11/8/2011,Alaska,0,0,0,0,AK
9973,11/8/2011,Arizona,0,0,0,0,AZ
9974,11/8/2011,Arkansas,0,0,0,0,AR
9975,11/8/2011,California,0,0,0,0,CA
9976,11/8/2011,Colorado,0,0,0,0,CO
9977,11/8/2011,Connecticut,0,0,0,0,CT
9978,11/8/2011,Delaware,0,0,0,0,DE
9979,11/8/2011,Florida,0,0,0,0,FL
9980,11/8/2011,Georgia,0,0,0,0,GA
9981,11/8/2011,Hawaii,50,0,0,0,HI
9982,11/8/2011,Idaho,0,0,0,0,ID
9983,11/8/2011,Illinois,0,0,0,0,IL
9984,11/8/2011,Indiana,0,0,0,0,IN
9985,11/8/2011,Iowa,0,0,0,0,IA
9986,11/8/2011,Kansas,0,0,0,0,KS
9987,11/8/2011,Kentucky,0,0,0,0,KY
9988,11/8/2011,Louisiana,0,0,0,0,LA
9989,11/8/2011,Maine,0,0,0,0,ME
9990,11/8/2011,Maryland,0,0,0,0,MD
9991,11/8/2011,Massachusetts,0,0,0,0,MA
9992,11/8/2011,Michigan,0,0,0,0,MI
9993,11/8/2011,Minnesota,0,0,0,0,MN
9994,11/8/2011,Mississippi,0,0,0,0,MS
9995,11/8/2011,Missouri,0,0,0,0,MO
9996,11/8/2011,Montana,0,0,0,0,MT
9997,11/8/2011,Nebraska,0,0,0,0,NE
9998,11/8/2011,Nevada,0,0,52.6,0,NV
9999,11/8/2011,New Hampshire,0,0,0,0,NH
10000,11/8/2011,New Jersey,0,0,0,0,NJ
10001,11/8/2011,New Mexico,0,0,0,0,NM
10002,11/8/2011,New York,67,0,0,0,NY
10003,11/8/2011,North Carolina,0,0,0,0,NC
10004,11/8/2011,North Dakota,0,0,0,0,ND
10005,11/8/2011,Ohio,0,0,0,0,OH
10006,11/8/2011,Oklahoma,0,0,0,0,OK
10007,11/8/2011,Oregon,0,0,0,0,OR
10008,11/8/2011,Pennsylvania,61,0,0,0,PA
10009,11/8/2011,Rhode Island,0,0,0,0,RI
10010,11/8/2011,South Carolina,0,0,0,0,SC
10011,11/8/2011,South Dakota,0,0,0,0,SD
10012,11/8/2011,Tennessee,0,0,0,0,TN
10013,11/8/2011,Texas,0,0,0,0,TX
10014,11/8/2011,Utah,0,0,0,0,UT
10015,11/8/2011,Vermont,0,0,0,0,VT
10016,11/8/2011,Virginia,0,0,0,0,VA
10017,11/8/2011,Washington,0,0,0,0,WA
10018,11/8/2011,West Virginia,0,0,0,0,WV
10019,11/8/2011,Wisconsin,0,0,0,0,WI
10020,11/8/2011,Wyoming,0,0,0,0,WY
10021,12/8/2011,Alabama,0,0,0,0,AL
10022,12/8/2011,Alaska,0,0,0,0,AK
10023,12/8/2011,Arizona,0,0,0,0,AZ
10024,12/8/2011,Arkansas,0,0,0,0,AR
10025,12/8/2011,California,0,0,0,0,CA
10026,12/8/2011,Colorado,0,0,0,0,CO
10027,12/8/2011,Connecticut,0,0,0,0,CT
10028,12/8/2011,Delaware,0,0,0,0,DE
10029,12/8/2011,Florida,0,0,0,0,FL
10030,12/8/2011,Georgia,0,0,0,0,GA
10031,12/8/2011,Hawaii,50,0,0,0,HI
10032,12/8/2011,Idaho,0,0,0,0,ID
10033,12/8/2011,Illinois,0,0,0,0,IL
10034,12/8/2011,Indiana,0,0,0,0,IN
10035,12/8/2011,Iowa,0,0,0,0,IA
10036,12/8/2011,Kansas,0,0,0,0,KS
10037,12/8/2011,Kentucky,0,0,0,0,KY
10038,12/8/2011,Louisiana,0,0,0,0,LA
10039,12/8/2011,Maine,0,0,0,0,ME
10040,12/8/2011,Maryland,0,0,0,0,MD
10041,12/8/2011,Massachusetts,0,0,0,0,MA
10042,12/8/2011,Michigan,0,0,0,0,MI
10043,12/8/2011,Minnesota,0,0,0,0,MN
10044,12/8/2011,Mississippi,0,0,0,0,MS
10045,12/8/2011,Missouri,0,0,0,0,MO
10046,12/8/2011,Montana,0,0,0,0,MT
10047,12/8/2011,Nebraska,0,0,0,0,NE
10048,12/8/2011,Nevada,0,0,52.6,0,NV
10049,12/8/2011,New Hampshire,0,0,0,0,NH
10050,12/8/2011,New Jersey,0,0,0,0,NJ
10051,12/8/2011,New Mexico,0,0,0,0,NM
10052,12/8/2011,New York,67,0,0,0,NY
10053,12/8/2011,North Carolina,0,0,0,0,NC
10054,12/8/2011,North Dakota,0,0,0,0,ND
10055,12/8/2011,Ohio,0,0,0,0,OH
10056,12/8/2011,Oklahoma,0,0,0,0,OK
10057,12/8/2011,Oregon,0,0,0,0,OR
10058,12/8/2011,Pennsylvania,61,0,0,0,PA
10059,12/8/2011,Rhode Island,0,0,0,0,RI
10060,12/8/2011,South Carolina,0,0,0,0,SC
10061,12/8/2011,South Dakota,0,0,0,0,SD
10062,12/8/2011,Tennessee,0,0,0,0,TN
10063,12/8/2011,Texas,0,0,0,0,TX
10064,12/8/2011,Utah,0,0,0,0,UT
10065,12/8/2011,Vermont,0,0,0,0,VT
10066,12/8/2011,Virginia,0,0,0,0,VA
10067,12/8/2011,Washington,0,0,0,0,WA
10068,12/8/2011,West Virginia,0,0,0,0,WV
10069,12/8/2011,Wisconsin,0,0,0,0,WI
10070,12/8/2011,Wyoming,0,0,0,0,WY
10071,13/8/2011,Alabama,0,0,0,0,AL
10072,13/8/2011,Alaska,0,0,0,0,AK
10073,13/8/2011,Arizona,0,0,0,0,AZ
10074,13/8/2011,Arkansas,0,0,0,0,AR
10075,13/8/2011,California,0,0,0,0,CA
10076,13/8/2011,Colorado,0,0,0,0,CO
10077,13/8/2011,Connecticut,0,0,0,0,CT
10078,13/8/2011,Delaware,0,0,0,0,DE
10079,13/8/2011,Florida,0,0,0,0,FL
10080,13/8/2011,Georgia,0,0,0,0,GA
10081,13/8/2011,Hawaii,50,0,0,0,HI
10082,13/8/2011,Idaho,0,0,0,0,ID
10083,13/8/2011,Illinois,0,0,0,0,IL
10084,13/8/2011,Indiana,0,0,0,0,IN
10085,13/8/2011,Iowa,0,0,0,0,IA
10086,13/8/2011,Kansas,0,0,0,0,KS
10087,13/8/2011,Kentucky,0,0,0,0,KY
10088,13/8/2011,Louisiana,0,0,0,0,LA
10089,13/8/2011,Maine,0,0,0,0,ME
10090,13/8/2011,Maryland,0,0,0,0,MD
10091,13/8/2011,Massachusetts,0,0,0,0,MA
10092,13/8/2011,Michigan,0,0,0,0,MI
10093,13/8/2011,Minnesota,0,0,0,0,MN
10094,13/8/2011,Mississippi,0,0,0,0,MS
10095,13/8/2011,Missouri,0,0,0,0,MO
10096,13/8/2011,Montana,0,0,0,0,MT
10097,13/8/2011,Nebraska,0,0,0,0,NE
10098,13/8/2011,Nevada,0,0,52.6,0,NV
10099,13/8/2011,New Hampshire,0,0,0,0,NH
10100,13/8/2011,New Jersey,0,0,0,0,NJ
10101,13/8/2011,New Mexico,0,0,0,0,NM
10102,13/8/2011,New York,67,0,0,0,NY
10103,13/8/2011,North Carolina,0,0,0,0,NC
10104,13/8/2011,North Dakota,0,0,0,0,ND
10105,13/8/2011,Ohio,0,0,0,0,OH
10106,13/8/2011,Oklahoma,0,0,0,0,OK
10107,13/8/2011,Oregon,0,0,0,0,OR
10108,13/8/2011,Pennsylvania,61,0,0,0,PA
10109,13/8/2011,Rhode Island,0,0,0,0,RI
10110,13/8/2011,South Carolina,0,0,0,0,SC
10111,13/8/2011,South Dakota,0,0,0,0,SD
10112,13/8/2011,Tennessee,0,0,0,0,TN
10113,13/8/2011,Texas,0,0,0,0,TX
10114,13/8/2011,Utah,0,0,0,0,UT
10115,13/8/2011,Vermont,0,0,0,0,VT
10116,13/8/2011,Virginia,0,0,0,0,VA
10117,13/8/2011,Washington,0,0,0,0,WA
10118,13/8/2011,West Virginia,0,0,0,0,WV
10119,13/8/2011,Wisconsin,0,0,0,0,WI
10120,13/8/2011,Wyoming,0,0,0,0,WY
10121,14/8/2011,Alabama,0,0,0,0,AL
10122,14/8/2011,Alaska,0,0,0,0,AK
10123,14/8/2011,Arizona,0,0,0,0,AZ
10124,14/8/2011,Arkansas,0,0,0,0,AR
10125,14/8/2011,California,0,0,0,0,CA
10126,14/8/2011,Colorado,0,0,0,0,CO
10127,14/8/2011,Connecticut,0,0,0,0,CT
10128,14/8/2011,Delaware,0,0,0,0,DE
10129,14/8/2011,Florida,0,0,0,0,FL
10130,14/8/2011,Georgia,0,0,0,0,GA
10131,14/8/2011,Hawaii,50,0,0,0,HI
10132,14/8/2011,Idaho,0,0,0,0,ID
10133,14/8/2011,Illinois,0,0,0,0,IL
10134,14/8/2011,Indiana,0,0,0,0,IN
10135,14/8/2011,Iowa,0,0,0,0,IA
10136,14/8/2011,Kansas,0,0,0,0,KS
10137,14/8/2011,Kentucky,0,0,0,0,KY
10138,14/8/2011,Louisiana,0,0,0,0,LA
10139,14/8/2011,Maine,0,0,0,0,ME
10140,14/8/2011,Maryland,0,0,0,0,MD
10141,14/8/2011,Massachusetts,0,0,0,0,MA
10142,14/8/2011,Michigan,0,0,0,0,MI
10143,14/8/2011,Minnesota,0,0,0,0,MN
10144,14/8/2011,Mississippi,0,0,0,0,MS
10145,14/8/2011,Missouri,0,0,0,0,MO
10146,14/8/2011,Montana,0,0,0,0,MT
10147,14/8/2011,Nebraska,0,0,0,0,NE
10148,14/8/2011,Nevada,0,0,52.6,0,NV
10149,14/8/2011,New Hampshire,0,0,0,0,NH
10150,14/8/2011,New Jersey,0,0,0,0,NJ
10151,14/8/2011,New Mexico,0,0,0,0,NM
10152,14/8/2011,New York,67,0,0,0,NY
10153,14/8/2011,North Carolina,0,0,0,0,NC
10154,14/8/2011,North Dakota,0,0,0,0,ND
10155,14/8/2011,Ohio,0,0,0,0,OH
10156,14/8/2011,Oklahoma,0,0,0,0,OK
10157,14/8/2011,Oregon,0,0,0,0,OR
10158,14/8/2011,Pennsylvania,61,0,0,0,PA
10159,14/8/2011,Rhode Island,0,0,0,0,RI
10160,14/8/2011,South Carolina,0,0,0,0,SC
10161,14/8/2011,South Dakota,0,0,0,0,SD
10162,14/8/2011,Tennessee,0,0,0,0,TN
10163,14/8/2011,Texas,0,0,0,0,TX
